MGI_ID	homozygosity	viability_by_pup_numbers	E95_outcome_on_.aliveHOMS	E125_outcome_on_.aliveHOMS	E145_outcome_on_.aliveHOMS	E185_outcome_on_.aliveHOMS	Window	E9.5_split	E12.5_split	E14.5.E15.5_split	E18.5_split	Window_Category	HGNC_ID	Avana_mean_045	Avana_mean
MGI:1346082	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:6201	Non-essential	-0.121715098
MGI:1858420	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:6960	Non-essential	-0.408111178
MGI:1860263	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:3043	Essential	-0.647349115
MGI:1861452	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:23215	Non-essential	-0.272123194
MGI:1888520	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:13575	Essential	-0.842104902
MGI:1913390	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28006	Non-essential	-0.125279937
MGI:1913711	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:26965	Essential	-0.650096463
MGI:1913788	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28749	Essential	-0.535721646
MGI:1913950	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:29865	Essential	-0.593866674
MGI:1914039	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28287	Essential	-0.847779269
MGI:1914195	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:10680	Non-essential	-0.425041871
MGI:1914454	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:3266	Essential	-0.527824383
MGI:1914864	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:18303	Essential	-0.564998494
MGI:1915383	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:4208	Non-essential	-0.307986111
MGI:1915826	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:17955	Non-essential	-0.023695896
MGI:1916260	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:24540	Essential	-0.595689208
MGI:1916442	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:2739	Essential	-0.639426905
MGI:1916457	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:10782	Essential	-0.972258914
MGI:1917583	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:24219	Non-essential	-0.390747672
MGI:1917819	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:30696	Non-essential	0.026237682
MGI:1920136	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:25518	Essential	-1.11720934
MGI:1920328	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:9119	Essential	-1.06658786
MGI:1922656	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:7714	Non-essential	-0.266698872
MGI:1922702	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:24103	Non-essential	0.028053973
MGI:1923036	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28959	Essential	-1.039128361
MGI:1923847	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28226	Essential	-0.905228218
MGI:1925349	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:33499	Essential	-0.568321073
MGI:1927170	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:18119	Essential	-0.81405478
MGI:1929872	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:24862	Non-essential	-0.279119634
MGI:1931028	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	NA	NA	NA
MGI:1934754	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:6215	Essential	-1.22012064
MGI:2137225	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:14487	Essential	-0.87301417
MGI:2137624	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:19702	Non-essential	-0.133626959
MGI:2384891	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:10007	Non-essential	-0.166498627
MGI:2442620	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:18016	Essential	-1.045601881
MGI:2676395	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:26162	Essential	-0.726980779
MGI:98181	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:10452	Essential	-1.489229116
MGI:1918366	Homozygous	Lethal	Lethal	Lethal	Insufficient numbers to make a call	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:15942	Essential	-0.662799414
MGI:101785	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:7548	Essential	-0.541142324
MGI:102964	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:24085	Essential	-0.499490067
MGI:103075	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:12761	Essential	-1.519609208
MGI:103077	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:11438	Non-essential	0.064373913
MGI:103199	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:6947	Essential	-0.933640358
MGI:103286	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:865	Non-essential	-0.181406992
MGI:104683	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:3782	Essential	-0.539493059
MGI:104767	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:4556	Essential	-0.482299831
MGI:106354	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28122	Essential	-1.445478426
MGI:107416	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:11467	Non-essential	-0.442243068
MGI:107624	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:7530	Essential	-0.938178014
MGI:107801	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:830	Essential	-0.675250596
MGI:109618	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:854	Essential	-1.364407939
MGI:1098673	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:19990	Essential	-1.031106042
MGI:1100514	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:9162	Essential	-0.625385445
MGI:1194508	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:2728	Essential	-0.768256963
MGI:1201778	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:13724	Non-essential	-0.379885918
MGI:1261847	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:12718	Essential	-0.5147475
MGI:1309511	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:1745	Essential	-1.14795029
MGI:1328368	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:1780	Essential	-1.005692209
MGI:1336155	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:6708	Non-essential	0.041712806
MGI:1351328	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:17364	Essential	-0.587801704
MGI:1859214	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:9115	Non-essential	-0.329048988
MGI:1890613	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:8848	Essential	-0.7994613
MGI:1913298	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28430	Non-essential	-0.294086786
MGI:1913399	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:20361	Non-essential	-0.447015468
MGI:1913585	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:856	Essential	-0.611473656
MGI:1913743	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:14044	Non-essential	-0.388323155
MGI:1913868	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:30240	Essential	-0.964227147
MGI:1914000	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28346	Non-essential	-0.309382774
MGI:1914071	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:1020	Essential	-0.47260469
MGI:1914249	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:24628	Essential	-0.606137626
MGI:1914479	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:17351	Non-essential	-0.42162158
MGI:1914532	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:24256	Non-essential	-0.3335089
MGI:1914690	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:25532	Essential	-0.773888196
MGI:1915283	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28074	Non-essential	-0.353496742
MGI:1915609	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28737	Non-essential	-0.213184368
MGI:1915671	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:23038	Non-essential	0.076208543
MGI:1915813	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:3007	Non-essential	-0.288161887
MGI:1916359	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	NA	NA	NA
MGI:1917110	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28147	Essential	-1.067774732
MGI:1917678	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:30348	Essential	-1.181716044
MGI:1917810	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:12730	Non-essential	-0.31406348
MGI:1919240	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:20084	Essential	-1.025826961
MGI:1919277	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:17129	Non-essential	0.101406479
MGI:1919680	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:15685	Non-essential	-0.149735594
MGI:1920112	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:2263	Essential	-0.504547358
MGI:1920185	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:18674	Essential	-1.124202216
MGI:1921084	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:13527	Essential	-0.623410096
MGI:1921850	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:16652	Non-essential	-0.296791749
MGI:1922877	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:11134	Essential	-1.236687991
MGI:1923428	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:33848	Non-essential	-0.39892003
MGI:1927165	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:17563	Essential	-0.719835214
MGI:1932127	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:13949	Non-essential	-0.108767104
MGI:1933169	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:17059	Essential	-0.831970394
MGI:2142527	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:24659	Non-essential	-0.423210525
MGI:2144727	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:2734	Non-essential	-0.442653724
MGI:2147627	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:12840	Essential	-1.394174794
MGI:2152819	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:17978	Non-essential	-0.112390827
MGI:2155302	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:21082	Essential	-0.542018033
MGI:2384298	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:22973	Essential	-1.022761236
MGI:2384801	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:4549	Essential	-0.874751062
MGI:2384836	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:24496	Essential	-0.992453016
MGI:2385112	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:7708	Non-essential	-0.425226513
MGI:2385165	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:15909	Non-essential	-0.262868062
MGI:2385191	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:4648	Essential	-1.082046392
MGI:2681836	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:30074	Essential	-1.412891609
MGI:3607791	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:30220	Essential	-0.851190575
MGI:87948	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:292	Non-essential	-0.379526117
MGI:87968	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:343	Essential	-0.722292666
MGI:88393	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:1915	Non-essential	-0.239570325
MGI:88473	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:2265	Non-essential	-0.329669473
MGI:88555	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	NA	NA	NA
MGI:894323	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:9848	Essential	-0.529216617
MGI:94890	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:2861	Essential	-0.525273194
MGI:95300	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:3260	Essential	-0.751553917
MGI:95414	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:3435	Essential	-0.491443019
MGI:95588	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:3976	Non-essential	-0.280069165
MGI:95654	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:4163	Non-essential	-0.23340517
MGI:95835	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:5238	Essential	-1.019673841
MGI:95909	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:4927	Essential	-1.060825791
MGI:97621	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:9077	Essential	-1.307070191
MGI:97838	Homozygous	Lethal	Lethal	Lethal	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:3418	Essential	-0.910114389
MGI:104643	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:8762	Essential	-1.113698544
MGI:109345	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:16850	Essential	-0.641079535
